time	V(n003)	V(n006)
3.646031192146620e-006	1.499350e+001	1.498812e+001
3.661656192146621e-006	1.499399e+001	1.498851e+001
3.669468692146621e-006	1.499422e+001	1.498870e+001
3.677281192146621e-006	1.499445e+001	1.498890e+001
3.685093692146621e-006	1.499467e+001	1.498909e+001
3.692906192146621e-006	1.499489e+001	1.498929e+001
3.700718692146621e-006	1.499511e+001	1.498949e+001
3.708531192146622e-006	1.499532e+001	1.498969e+001
3.716343692146622e-006	1.499552e+001	1.498989e+001
3.724156192146622e-006	1.499572e+001	1.499009e+001
3.731968692146622e-006	1.499592e+001	1.499029e+001
3.739781192146622e-006	1.499611e+001	1.499049e+001
3.747593692146623e-006	1.499629e+001	1.499068e+001
3.755406192146623e-006	1.499647e+001	1.499088e+001
3.763218692146623e-006	1.499665e+001	1.499108e+001
3.771031192146623e-006	1.499682e+001	1.499128e+001
3.778843692146623e-006	1.499698e+001	1.499147e+001
3.786656192146624e-006	1.499714e+001	1.499167e+001
3.794468692146624e-006	1.499730e+001	1.499186e+001
3.802281192146624e-006	1.499745e+001	1.499205e+001
3.810093692146624e-006	1.499760e+001	1.499224e+001
3.817906192146624e-006	1.499775e+001	1.499243e+001
3.825718692146624e-006	1.499789e+001	1.499262e+001
3.833531192146624e-006	1.499802e+001	1.499280e+001
3.841343692146624e-006	1.499815e+001	1.499299e+001
3.849156192146625e-006	1.499828e+001	1.499317e+001
3.856968692146625e-006	1.499841e+001	1.499335e+001
3.872593692146625e-006	1.499864e+001	1.499370e+001
3.888218692146626e-006	1.499886e+001	1.499405e+001
3.903843692146626e-006	1.499907e+001	1.499438e+001
3.919468692146626e-006	1.499926e+001	1.499471e+001
3.942906192146627e-006	1.499952e+001	1.499518e+001
3.966343692146628e-006	1.499975e+001	1.499563e+001
3.989781192146628e-006	1.499996e+001	1.499606e+001
4.013218692146629e-006	1.500014e+001	1.499646e+001
4.035540120718057e-006	1.500029e+001	1.499682e+001
4.057861549289487e-006	1.500042e+001	1.499716e+001
4.080182977860916e-006	1.500054e+001	1.499748e+001
