time	V(n003)	V(n006)
7.089875849665469e-006	-5.507601e-001	6.998039e-001
7.113313349665470e-006	-5.347881e-001	6.119373e-001
7.136750849665471e-006	-5.176896e-001	5.314549e-001
7.160188349665471e-006	-4.997048e-001	4.579056e-001
7.183625849665472e-006	-4.810490e-001	3.908540e-001
7.207063349665472e-006	-4.619145e-001	3.298811e-001
7.230500849665473e-006	-4.424726e-001	2.745846e-001
7.253938349665473e-006	-4.228748e-001	2.245795e-001
7.269563349665474e-006	-4.097897e-001	1.939998e-001
7.285188349665474e-006	-3.967305e-001	1.655032e-001
7.300813349665475e-006	-3.837297e-001	1.389881e-001
7.316438349665475e-006	-3.708166e-001	1.143565e-001
7.324250849665475e-006	-3.644015e-001	1.027173e-001
7.339875849665475e-006	-3.516695e-001	8.073440e-002
7.347688349665476e-006	-3.453583e-001	7.036829e-002
7.355500849665476e-006	-3.390873e-001	6.040444e-002
7.363313349665476e-006	-3.328590e-001	5.083213e-002
7.371125849665476e-006	-3.266757e-001	4.164086e-002
7.378938349665476e-006	-3.205395e-001	3.282031e-002
7.386750849665477e-006	-3.144528e-001	2.436036e-002
7.394563349665477e-006	-3.084174e-001	1.625108e-002
7.402375849665477e-006	-3.024352e-001	8.482748e-003
7.410188349665477e-006	-2.965079e-001	1.045820e-003
